time,crime
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC
7/24/2019,ARSON-KNOWINGLY BURNING/SUCCESS
7/24/2019,LARCENY-MTR VEH PARTS UNDER $500
7/24/2019,LARCENY-ALL OTHER UNDER $500
7/24/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
7/24/2019,PUBLIC ORDER-TRESPASSING
7/24/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
7/24/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/24/2019,PUBLIC ORDER-TRESPASSING
7/24/2019,LARCENY-SHOPLIFT UNDER $500
7/24/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/24/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/24/2019,LARCENY-SHOPLIFT UNDER $500
7/24/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/24/2019,PUBLIC ORDER-TRESPASSING
7/24/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,LARCENY-SHOPLIFT UNDER $500
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/24/2019,PUBLIC ORDER-TRESPASSING
7/24/2019,DRUGS-POSSESSION/MARIJUANA
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,LARCENY-MTR VEH PARTS UNDER $500
7/24/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
7/24/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/24/2019,LOITERING-BEGGING
7/24/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
7/24/2019,FRAUD-CREDIT DEVICE/OVER $150
7/24/2019,LARCENY-FROM BUILDING UNDER $500
7/24/2019,FAILURE TO RETURN BORROWED/RENTED VEHICL
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,FRAUD-CREDIT DEVICE/OVER $150
7/24/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,STLG BY DECEIT/IDENTITY THEFT REPORT
7/24/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
7/24/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
7/24/2019,AUTO THEFT-PERM RETNT/ATTEMPT
7/24/2019,STLG BY DECEIT/IDENTITY THEFT REPORT
7/24/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
7/24/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,LARCENY-ALL OTHER UNDER $500
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
7/24/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/24/2019,LARCENY-FROM BUILDING UNDER $500
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,LOITERING-BEGGING
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/24/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/24/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/24/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/24/2019,LOITERING-BEGGING
7/24/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
7/24/2019,DRUGS-POSSESSION/MARIJUANA
7/24/2019,LARCENY-ALL OTHER UNDER $500
7/24/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
7/24/2019,LARCENY-FROM BUILDING UNDER $500
7/24/2019,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING
7/24/2019,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE
7/24/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/24/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,HEALTH-SANITATION VIOL
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,LARCENY-FROM MTR VEH UNDER $500
7/24/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/24/2019,LEAVING SCENE OF ACCIDENT
7/24/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
7/24/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/24/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/24/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/24/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/24/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
7/24/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
7/25/2019,LARCENY-FROM MTR VEH UNDER $500
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
7/25/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/25/2019,DRUGS-POSSESSION/MARIJUANA
7/25/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
7/25/2019,LARCENY-FROM BUILDING UNDER $500
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/25/2019,ROBBERY CARJACKING /STRNGARM/NO INJ/ATTEMPT
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,DRUGS-POSSESSION/METHAMPHETAMINE
7/25/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC
7/25/2019,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC
7/25/2019,LARCENY-FROM BUILDING UNDER $500
7/25/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/25/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/25/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED
7/25/2019,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY
7/25/2019,LOITERING-BEGGING
7/25/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/25/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,LARCENY-FROM MTR VEH UNDER $500
7/25/2019,LARCENY-BICYCLES UNDER $500
7/25/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/25/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/25/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/25/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/25/2019,PUBLIC ORDER-TRESPASSING
7/25/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/25/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
7/25/2019,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT
7/25/2019,"LARCENY-FROM BUILDING $500 - $24,999"
7/25/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,PUBLIC ORDER-TRESPASSING
7/25/2019,LARCENY-FROM MTR VEH UNDER $500
7/25/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,FRAUD-CREDIT DEVICE/UNDER $150
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,FRAUD-CREDIT DEVICE/OVER $150
7/25/2019,LARCENY-FROM BUILDING UNDER $500
7/25/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/25/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED
7/25/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED
7/25/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
7/25/2019,LARCENY-SHOPLIFT UNDER $500
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,DRUGS-POSSESSION/HEROIN
7/25/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/25/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/25/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/25/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/25/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/25/2019,LARCENY-FROM BUILDING UNDER $500
7/25/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,LOITERING-BEGGING
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,PUBLIC ORDER-ANIMAL VIOLATION
7/25/2019,LARCENY-SHOPLIFT UNDER $500
7/25/2019,FRAUD-STEALING BY DECEIT/UNDER $150
7/25/2019,HEALTH-SANITATION VIOL
7/25/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
7/25/2019,LARCENY-ALL OTHER UNDER $500
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY
7/25/2019,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC
7/25/2019,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,ASSLT-AGGRV-HND/FST/FT-1ST-ADUL-DOMESTIC
7/25/2019,LARCENY-FROM MTR VEH UNDER $500
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE
7/25/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE
7/25/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
7/25/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/25/2019,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48
7/25/2019,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
7/25/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/25/2019,LARCENY-FROM MTR VEH UNDER $500
7/25/2019,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL
7/25/2019,DRUGS-POSSESSION/HEROIN
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,ARSON-KNOWINGLY BURNING/SUCCESS
7/25/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
7/25/2019,PUBLIC ORDER-TRESPASSING
7/25/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/25/2019,LEAVING SCENE OF ACCIDENT
7/25/2019,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS
7/25/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
7/25/2019,LARCENY-MTR VEH PARTS UNDER $500
7/25/2019,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT
7/25/2019,PUBLIC ORDER-TRESPASSING
7/25/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/25/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/25/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/25/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/25/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/25/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
7/25/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/25/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/25/2019,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC
7/25/2019,DRUGS-POSSESSION/MARIJUANA
7/25/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/25/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
7/26/2019,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I
7/26/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/26/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/26/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/26/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/26/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/26/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
7/26/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE
7/26/2019,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/26/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/26/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/26/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/26/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,PUBLIC ORDER-TRESPASSING
7/26/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
7/26/2019,PUBLIC ORDER-TRESPASSING
7/26/2019,LARCENY-FROM BUILDING UNDER $500
7/26/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/26/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/26/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
7/26/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE
7/26/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/26/2019,LARCENY-SHOPLIFT UNDER $500
7/26/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,LOITERING-BEGGING
7/26/2019,PUBLIC ORDER-TRESPASSING
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,FRAUD-CREDIT DEVICE/OVER $150
7/26/2019,LARCENY-ALL OTHER UNDER $500
7/26/2019,PUBLIC ORDER-TRESPASSING
7/26/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/26/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,ROBBERY-BANK     /FIREARM USED/SUCCESSFUL
7/26/2019,LARCENY-BICYCLES UNDER $500
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
7/26/2019,LARCENY-SHOPLIFT UNDER $500
7/26/2019,PUBLIC ORDER-TRESPASSING
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
7/26/2019,LARCENY-FROM BUILDING UNDER $500
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,"LARCENY-FROM BUILDING $500 - $24,999"
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,LARCENY-SHOPLIFT UNDER $500
7/26/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
7/26/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/26/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
7/26/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
7/26/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,SIMPLE ASSAULT-ADULT/NO INJURY
7/26/2019,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC
7/26/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/26/2019,PUBLIC ORDER-ANIMAL VIOLATION
7/26/2019,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL
7/26/2019,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,AUTO THEFT-PERM RETNT/JOY RIDE
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
7/26/2019,LARCENY-SHOPLIFT UNDER $500
7/26/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,LARCENY-SHOPLIFT UNDER $500
7/26/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/26/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,FAILURE TO RETURN BORROWED/RENTED VEHICL
7/26/2019,LARCENY-MTR VEH PARTS UNDER $500
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/26/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/26/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
7/26/2019,"LARCENY-ALL OTHER $500 - $24,999"
7/26/2019,LEAVING SCENE OF ACCIDENT
7/26/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
7/26/2019,LARCENY-FROM MTR VEH UNDER $500
7/26/2019,LEAVING SCENE OF ACCIDENT
7/27/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
7/27/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/27/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/27/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
7/27/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/27/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
7/27/2019,LEAVING SCENE OF ACCIDENT
7/27/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
7/27/2019,LEAVING SCENE OF ACCIDENT
7/27/2019,LEAVING SCENE OF ACCIDENT
7/27/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
7/27/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
7/27/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/27/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
7/27/2019,DRUGS-POSSESSION/HEROIN
7/27/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
7/27/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
7/27/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
