time,crime
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,LARCENY-MTR VEH PARTS UNDER $500
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,FRAUD-STEALING BY DECEIT/UNDER $150
1/4/2019,FRAUD-CREDIT DEVICE/OVER $150
1/4/2019,LARCENY-ALL OTH/FRM PRSN/UNDER $500
1/4/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED
1/4/2019,LARCENY-ALL OTHER UNDER $500
1/4/2019,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC
1/4/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/4/2019,LARCENY-ALL OTHER UNDER $500
1/4/2019,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT
1/4/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/4/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/4/2019,"LARCENY-SHOPLIFT $500 - $24,999"
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/4/2019,HEALTH-SANITATION VIOL
1/4/2019,LARCENY-ALL OTHER UNDER $500
1/4/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/4/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
1/4/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/4/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,LARCENY-MTR VEH PARTS UNDER $500
1/4/2019,LARCENY-FROM MTR VEH UNDER $500
1/4/2019,FRAUD-STEALING BY DECEIT/OVER $150
1/4/2019,LARCENY-ALL OTHER UNDER $500
1/4/2019,LARCENY-MTR VEH PARTS UNDER $500
1/4/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
1/4/2019,LARCENY-FROM BUILDING UNDER $500
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,LOITERING-BEGGING
1/4/2019,LARCENY-SHOPLIFT UNDER $500
1/4/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
1/4/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/4/2019,LARCENY-FROM MTR VEH UNDER $500
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/4/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,LOITERING-BEGGING
1/4/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/4/2019,PUBLIC ORDER-TRESPASSING
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48
1/4/2019,"LARCENY-PURSESNATCH $500-$24,999"
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/4/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/4/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/4/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,FRAUD-CREDIT DEVICE/OVER $150
1/4/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,LARCENY-FROM BUILDING UNDER $500
1/4/2019,FAMILY & CHILD CRIME-ENDANGR WELF CHILD
1/4/2019,LARCENY-FROM MTR VEH UNDER $500
1/4/2019,LARCENY-FROM MTR VEH UNDER $500
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,DRUGS-POSSESSION/MARIJUANA
1/4/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/4/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/4/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/4/2019,LARCENY-FROM BUILDING UNDER $500
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/4/2019,LARCENY-SHOPLIFT UNDER $500
1/4/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/4/2019,EMBEZZLEMENT-VALUE OVER $150
1/4/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/4/2019,LARCENY-MTR VEH PARTS UNDER $500
1/4/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/4/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/4/2019,FRAUD-STEALING BY DECEIT/UNDER $150
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,LEAVING SCENE OF ACCIDENT
1/4/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/4/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE
1/4/2019,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC
1/4/2019,DUI-DRVING WHILE INTOXICATED
1/4/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE
1/4/2019,DRUGS-POSSESSION/HEROIN
1/5/2018,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2018,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,LARCENY-FROM MTR VEH UNDER $500
1/5/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/5/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LARCENY-FROM BUILDING UNDER $500
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/5/2019,LARCENY-FROM BUILDING UNDER $500
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
1/5/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED
1/5/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/5/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/5/2019,LARCENY-FROM MTR VEH UNDER $500
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LARCENY-PICKPOCKET UNDER $500
1/5/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/5/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/5/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/5/2019,LOITERING-BEGGING
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
1/5/2019,LOITERING-BEGGING
1/5/2019,LARCENY-FROM MTR VEH UNDER $500
1/5/2019,HEALTH-SANITATION VIOL
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LARCENY-FROM BUILDING UNDER $500
1/5/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/5/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/5/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/5/2019,PUBLIC ORDER-ANIMAL VIOLATION
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/5/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,LOITERING-BEGGING
1/5/2019,LOITERING-BEGGING
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/5/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/5/2019,HEALTH-SANITATION VIOL
1/5/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/5/2019,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING
1/5/2019,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/5/2019,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/5/2019,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT
1/5/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/5/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/5/2019,DRUGS-POSSESSION/MARIJUANA
1/5/2019,LOITERING-BEGGING
1/5/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,LARCENY-MTR VEH PARTS UNDER $500
1/5/2019,LARCENY-FROM MTR VEH UNDER $500
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/5/2019,PUBLIC ORDER-TRESPASSING
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/5/2019,AUTO THEFT-PERM RETNT/ATTEMPT
1/5/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
1/5/2019,DRUGS-POSSESSION/HEROIN
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/5/2019,LARCENY-ALL OTHER UNDER $500
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,LARCENY-FROM BUILDING UNDER $500
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,LOITERING-BEGGING
1/5/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
1/5/2019,LARCENY-SHOPLIFT UNDER $500
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,DRUGS-POSSESSION/HEROIN
1/5/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/5/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/5/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/5/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/5/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/5/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/5/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/5/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
1/5/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/5/2019,DRUGS-POSSESSION/METHAMPHETAMINE
1/5/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/5/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/5/2019,LARCENY-ALL OTH/FRM PRSN/UNDER $500
1/5/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/5/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/5/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/5/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/5/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/5/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/5/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/5/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/5/2019,LEAVING SCENE OF ACCIDENT
1/5/2019,DUI-DRVING WHILE INTOXICATED
1/5/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/6/2018,SIMPLE ASSAULT-HARRASSMENT
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,FRAUD-STEALING BY DECEIT/OVER $150
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,DRUGS-POSSESSION/MARIJUANA
1/6/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE
1/6/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/6/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/6/2019,ARSON-KNOWINGLY BURNING/SUCCESS
1/6/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/6/2019,ARSON-KNOWINGLY BURNING/SUCCESS
1/6/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/6/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LARCENY-MTR VEH PARTS UNDER $500
1/6/2019,FAMILY & CHILD CRIME-ENDANGR WELF CHILD
1/6/2019,LOITERING-BEGGING
1/6/2019,LARCENY-MTR VEH PARTS UNDER $500
1/6/2019,LOITERING-BEGGING
1/6/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/6/2019,LOITERING-BEGGING
1/6/2019,RAPE -- FORCIBLE
1/6/2019,DRUGS-POSSESSION/METHAMPHETAMINE
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,WEAPONS-STATE VIOL/DEFACED FIREARM
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/6/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/6/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/6/2019,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL
1/6/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/6/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/6/2019,FRAUD-STEALING BY DECEIT/UNDER $150
1/6/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
1/6/2019,LARCENY-SHOPLIFT UNDER $500
1/6/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/6/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/6/2019,LARCENY-MTR VEH PARTS UNDER $500
1/6/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
1/6/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/6/2019,FRAUD-CREDIT DEVICE/UNDER $150
1/6/2019,LARCENY-MTR VEH PARTS UNDER $500
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,HOMICIDE
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
1/6/2019,LOITERING-BEGGING
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/6/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LOITERING-BEGGING
1/6/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
1/6/2019,LOITERING-BEGGING
1/6/2019,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC
1/6/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/6/2019,LARCENY-ALL OTHER UNDER $500
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,LARCENY-FROM MTR VEH UNDER $500
1/6/2019,LARCENY-MTR VEH PARTS UNDER $500
1/6/2019,PUBLIC ORDER-TRESPASSING
1/6/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/6/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/6/2019,LARCENY-FROM BUILDING UNDER $500
1/6/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/6/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
1/6/2019,DUI-DRVING WHILE INTOXICATED
1/6/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/6/2019,LEAVING SCENE OF ACCIDENT
1/6/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/6/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/7/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/7/2019,LARCENY-FROM BUILDING UNDER $500
1/7/2019,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC
1/7/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/7/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/7/2019,LARCENY-SHOPLIFT UNDER $500
1/7/2019,ARSON-KNOWINGLY BURNING/SUCCESS
1/7/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/7/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
1/7/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/7/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/7/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/7/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/7/2019,ROBBERY-GAS STA/FIREARM USED/SUCCESSFUL
1/7/2019,LOITERING-BEGGING
1/7/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
1/7/2019,ARSON-KNOWINGLY BURNING/SUCCESS
1/7/2019,PUBLIC ORDER-TRESPASSING
1/7/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/7/2019,PUBLIC ORDER-TRESPASSING
1/7/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/7/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,LARCENY-FROM BUILDING UNDER $500
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/7/2019,FRAUD-CREDIT DEVICE/UNDER $150
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
1/7/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/7/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/7/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
1/7/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
1/7/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/7/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,LARCENY-SHOPLIFT UNDER $500
1/7/2019,LARCENY-MTR VEH PARTS UNDER $500
1/7/2019,LOITERING-BEGGING
1/7/2019,LARCENY-SHOPLIFT UNDER $500
1/7/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/7/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
1/7/2019,LEAVING SCENE OF ACCIDENT
1/7/2019,LARCENY-ALL OTHER UNDER $500
1/7/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
1/7/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/7/2019,FRAUD-CREDIT DEVICE/OVER $150
1/7/2019,FRAUD-CREDIT DEVICE/OVER $150
1/7/2019,FAILURE TO RETURN BORROWED/RENTED VEHICL
1/7/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/7/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/7/2019,SEX OFFNS-STATUATORY RAPE/FIRST
1/7/2019,FRAUD-CREDIT DEVICE/OVER $150
1/7/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/7/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/7/2019,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY
1/7/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/7/2019,LARCENY-SHOPLIFT UNDER $500
1/7/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
1/7/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/7/2019,LOITERING-BEGGING
